concept:instance,concept:event,concept:name,time:timestamp,lifecycle:transition,org:resource,org:role,org:unit,org:org
b02794fe-c196-426d-972e-cfa16bdbf08a,6281ce2ea34d33a12f6590b569cc29b2,receive order,2023-03-21T17:46:27.831+01:00,done,u,u,sales department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,ffe569349209761f539e4ae954152ac0,accept order,2023-03-21T17:46:27.862+01:00,calling,u,u,sales department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,ffe569349209761f539e4ae954152ac0,accept order,2023-03-21T17:46:29.871+01:00,done,u,u,sales department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,92a4a2566702bab0dd794864cd2586df,inform storehouse and engineering department,2023-03-21T17:46:29.881+01:00,calling,u,u,sales department,u
965aa6ee-c993-46c0-879a-47006750b349,0e622359a5a13f5d48c9cb1be58b0a3f,inform storehouse and engineering department,2023-03-21T17:46:30.464+01:00,done,u,u,sales department,u
965aa6ee-c993-46c0-879a-47006750b349,35174e4afb1e0857e4f160d505226da2,process part list of order,2023-03-21T17:46:30.471+01:00,calling,u,u,storehouse,u
965aa6ee-c993-46c0-879a-47006750b349,ca710ead6fba0b9c0ef11c09184d5055,prepare for assembling the ordered bicycle,2023-03-21T17:46:30.469+01:00,calling,u,u,engineering department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,94eeaafaf1094ef9de6bf026d6a646c3,prepare for assembling the ordered bicycle,2023-03-21T17:46:31.561+01:00,calling,u,u,engineering department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,50ed6f862fbdf1b44c1da4ba12a5a244,inform storehouse and engineering department,2023-03-21T17:46:31.551+01:00,done,u,u,sales department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,843a146263843a352f2ad8900272addb,process part list of order,2023-03-21T17:46:31.558+01:00,calling,u,u,storehouse,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,f880d0f904887599a63fefa2158da5c0,back-order part,2023-03-21T17:46:32.541+01:00,done,u,u,u,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,abf4224c3854a1699a3466c6d49a5248,assemble bicycle,2023-03-21T17:46:32.547+01:00,calling,u,u,engineering department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,92a4a2566702bab0dd794864cd2586df,inform storehouse and engineering department,2023-03-21T17:46:33.891+01:00,done,u,u,sales department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,20be096564152d7f01596a933879eea4,prepare for assembling the ordered bicycle,2023-03-21T17:46:33.901+01:00,calling,u,u,engineering department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,dcc0b01a3e2e05014ff4508ec66d93df,process part list of order,2023-03-21T17:46:33.899+01:00,calling,u,u,storehouse,u
965aa6ee-c993-46c0-879a-47006750b349,6a32945b3137d6214c6a7e3a36038daa,check required quantity of each part,2023-03-21T17:46:35.498+01:00,calling,u,u,storehouse,u
965aa6ee-c993-46c0-879a-47006750b349,35174e4afb1e0857e4f160d505226da2,process part list of order,2023-03-21T17:46:35.491+01:00,done,u,u,storehouse,u
965aa6ee-c993-46c0-879a-47006750b349,ca710ead6fba0b9c0ef11c09184d5055,prepare for assembling the ordered bicycle,2023-03-21T17:46:36.474+01:00,done,u,u,engineering department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,fd9f35b6b98c83bcc499b8f3c69ddddd,check required quantity of each part,2023-03-21T17:46:36.571+01:00,calling,u,u,storehouse,u
61b9a435-db13-4fae-bc41-2ffb58214d16,843a146263843a352f2ad8900272addb,process part list of order,2023-03-21T17:46:36.565+01:00,done,u,u,storehouse,u
b02794fe-c196-426d-972e-cfa16bdbf08a,388a98e54d3941a759b297cf1f37e59a,check required quantity of each part,2023-03-21T17:46:36.922+01:00,calling,u,u,storehouse,u
b02794fe-c196-426d-972e-cfa16bdbf08a,dcc0b01a3e2e05014ff4508ec66d93df,process part list of order,2023-03-21T17:46:36.915+01:00,done,u,u,storehouse,u
61b9a435-db13-4fae-bc41-2ffb58214d16,94eeaafaf1094ef9de6bf026d6a646c3,prepare for assembling the ordered bicycle,2023-03-21T17:46:38.584+01:00,done,u,u,engineering department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,20be096564152d7f01596a933879eea4,prepare for assembling the ordered bicycle,2023-03-21T17:46:38.914+01:00,done,u,u,engineering department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,abf4224c3854a1699a3466c6d49a5248,assemble bicycle,2023-03-21T17:46:39.554+01:00,done,u,u,engineering department,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,a73a77a34c2c00dd5ecd536d5770c7fb,ship bicycle to customer,2023-03-21T17:46:39.557+01:00,calling,u,u,sales department,u
965aa6ee-c993-46c0-879a-47006750b349,6a32945b3137d6214c6a7e3a36038daa,check required quantity of each part,2023-03-21T17:46:40.509+01:00,done,u,u,storehouse,u
965aa6ee-c993-46c0-879a-47006750b349,5bf86fc0579c056c24ab0c2c1383f5ef,back-order part,2023-03-21T17:46:40.512+01:00,calling,u,u,u,u
61b9a435-db13-4fae-bc41-2ffb58214d16,fd9f35b6b98c83bcc499b8f3c69ddddd,check required quantity of each part,2023-03-21T17:46:43.581+01:00,done,u,u,storehouse,u
61b9a435-db13-4fae-bc41-2ffb58214d16,e43e9759c42ae2bf95507ef1f36dc73c,reserve part,2023-03-21T17:46:43.585+01:00,calling,u,u,u,u
61b9a435-db13-4fae-bc41-2ffb58214d16,256b29ad8e118a23241a592c5f973315,assemble bicycle,2023-03-21T17:46:43.594+01:00,calling,u,u,engineering department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,e43e9759c42ae2bf95507ef1f36dc73c,reserve part,2023-03-21T17:46:43.592+01:00,done,u,u,u,u
b02794fe-c196-426d-972e-cfa16bdbf08a,388a98e54d3941a759b297cf1f37e59a,check required quantity of each part,2023-03-21T17:46:43.932+01:00,done,u,u,storehouse,u
b02794fe-c196-426d-972e-cfa16bdbf08a,0a0ce10bfd22d195969b7336df616601,back-order part,2023-03-21T17:46:43.938+01:00,calling,u,u,u,u
2ee9772c-a1c1-4ea3-b837-3c69425c7868,a73a77a34c2c00dd5ecd536d5770c7fb,ship bicycle to customer,2023-03-21T17:46:44.563+01:00,done,u,u,sales department,u
965aa6ee-c993-46c0-879a-47006750b349,5bf86fc0579c056c24ab0c2c1383f5ef,back-order part,2023-03-21T17:46:46.521+01:00,done,u,u,u,u
965aa6ee-c993-46c0-879a-47006750b349,eef0ab2f96a3796de34cd71c8cc741c9,assemble bicycle,2023-03-21T17:46:46.528+01:00,calling,u,u,engineering department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,94ae28ea60e015a117d3764f07d8db19,ship bicycle to customer,2023-03-21T17:46:47.603+01:00,calling,u,u,sales department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,256b29ad8e118a23241a592c5f973315,assemble bicycle,2023-03-21T17:46:47.598+01:00,done,u,u,engineering department,u
61b9a435-db13-4fae-bc41-2ffb58214d16,94ae28ea60e015a117d3764f07d8db19,ship bicycle to customer,2023-03-21T17:46:51.616+01:00,done,u,u,sales department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,e2021d7a1383d307a045e50bacf81dd1,assemble bicycle,2023-03-21T17:46:52.949+01:00,calling,u,u,engineering department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,0a0ce10bfd22d195969b7336df616601,back-order part,2023-03-21T17:46:52.944+01:00,done,u,u,u,u
965aa6ee-c993-46c0-879a-47006750b349,e8a65bfb77fb308ed22571323f0a2dc2,ship bicycle to customer,2023-03-21T17:46:54.543+01:00,calling,u,u,sales department,u
965aa6ee-c993-46c0-879a-47006750b349,eef0ab2f96a3796de34cd71c8cc741c9,assemble bicycle,2023-03-21T17:46:54.537+01:00,done,u,u,engineering department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,e2021d7a1383d307a045e50bacf81dd1,assemble bicycle,2023-03-21T17:46:59.958+01:00,done,u,u,engineering department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,ca628f34db87c7d366a33ffff65b5373,ship bicycle to customer,2023-03-21T17:46:59.964+01:00,calling,u,u,sales department,u
965aa6ee-c993-46c0-879a-47006750b349,e8a65bfb77fb308ed22571323f0a2dc2,ship bicycle to customer,2023-03-21T17:47:01.547+01:00,done,u,u,sales department,u
b02794fe-c196-426d-972e-cfa16bdbf08a,ca628f34db87c7d366a33ffff65b5373,ship bicycle to customer,2023-03-21T17:47:05.970+01:00,done,u,u,sales department,u
